Date,Team,Opponent,Team Score,Opponent Score,Team Result
05-01-2013,Cal Poly SLO,UC Irvine,72,67,Win
05-01-2013,UC Irvine,Cal Poly SLO,67,72,Loss
05-01-2013,Campbell,Gardner Webb,93,81,Win
05-01-2013,Gardner Webb,Campbell,81,93,Loss
05-01-2013,Canisius,Marist,73,64,Win
05-01-2013,Marist,Canisius,64,73,Loss
05-01-2013,St John's,Cincinnati,53,52,Win
05-01-2013,Cincinnati,St John's,52,53,Loss
05-01-2013,W Carolina,Citadel,72,55,Win
05-01-2013,Citadel,W Carolina,55,72,Loss
05-01-2013,Florida St,Clemson,71,66,Win
05-01-2013,Clemson,Florida St,66,71,Loss
05-01-2013,Col Charleston,Furman,60,56,Win
05-01-2013,Furman,Col Charleston,56,60,Loss
05-01-2013,Colorado St,St Bonaventure,85,64,Win
05-01-2013,St Bonaventure,Colorado St,64,85,Loss
05-01-2013,Howard,Coppin St,70,60,Win
05-01-2013,Coppin St,Howard,60,70,Loss
05-01-2013,Creighton,Indiana St,79,66,Win
05-01-2013,Indiana St,Creighton,66,79,Loss
05-01-2013,CS Fullerton,CS Northridge,105,86,Win
05-01-2013,CS Northridge,CS Fullerton,86,105,Loss
05-01-2013,Colgate,Dartmouth,78,62,Win
05-01-2013,Dartmouth,Colgate,62,78,Loss
05-01-2013,Davidson,UNC Greensboro,85,53,Win
05-01-2013,UNC Greensboro,Davidson,53,85,Loss
05-01-2013,Dayton,UAB,78,71,Win
05-01-2013,UAB,Dayton,71,78,Loss
05-01-2013,Detroit,WI Green Bay,84,76,Win
05-01-2013,WI Green Bay,Detroit,76,84,Loss
05-01-2013,Missouri St,Drake,77,65,Win
05-01-2013,Drake,Missouri St,65,77,Loss
05-01-2013,Towson,Drexel,69,66,Win
05-01-2013,Drexel,Towson,66,69,Loss
05-01-2013,Duke,Wake Forest,80,62,Win
05-01-2013,Wake Forest,Duke,62,80,Loss
05-01-2013,E Kentucky,Edwardsville,78,72,Win
05-01-2013,Edwardsville,E Kentucky,72,78,Loss
05-01-2013,Princeton,Elon,74,64,Win
05-01-2013,Elon,Princeton,64,74,Loss
05-01-2013,Evansville,S Illinois,85,68,Win
05-01-2013,S Illinois,Evansville,68,85,Loss
05-01-2013,FL Gulf Coast,Jacksonville,78,55,Win
05-01-2013,Jacksonville,FL Gulf Coast,55,78,Loss
05-01-2013,Florida Intl,ULL,75,70,Win
05-01-2013,ULL,Florida Intl,70,75,Loss
05-01-2013,NC A&T,Ga Southern,71,65,Win
05-01-2013,Ga Southern,NC A&T,65,71,Loss
05-01-2013,Georgia St,James Madison,68,52,Win
05-01-2013,James Madison,Georgia St,52,68,Loss
05-01-2013,Miami FL,Georgia Tech,62,49,Win
05-01-2013,Georgia Tech,Miami FL,49,62,Loss
05-01-2013,Harvard,Rice,92,62,Win
05-01-2013,Rice,Harvard,62,92,Loss
05-01-2013,Hawaii,UC Riverside,76,61,Win
05-01-2013,UC Riverside,Hawaii,61,76,Loss
05-01-2013,Idaho St,N Colorado,86,63,Win
05-01-2013,N Colorado,Idaho St,63,86,Loss
05-01-2013,Illinois,Ohio St,74,55,Win
05-01-2013,Ohio St,Illinois,55,74,Loss
05-01-2013,Northern Iowa,Illinois St,70,60,Win
05-01-2013,Illinois St,Northern Iowa,60,70,Loss
05-01-2013,IPFW,NE Omaha,96,78,Win
05-01-2013,NE Omaha,IPFW,78,96,Loss
05-01-2013,Tennessee St,Jacksonville St,66,57,Win
05-01-2013,Jacksonville St,Tennessee St,57,66,Loss
05-01-2013,Kansas St,Oklahoma St,73,67,Win
05-01-2013,Oklahoma St,Kansas St,67,73,Loss
05-01-2013,Kennesaw,Mercer,83,75,Win
05-01-2013,Mercer,Kennesaw,75,83,Loss
05-01-2013,La Salle,Penn,74,57,Win
05-01-2013,Penn,La Salle,57,74,Loss
05-01-2013,UNC Asheville,Liberty,83,69,Win
05-01-2013,Liberty,UNC Asheville,69,83,Loss
05-01-2013,Lipscomb,ETSU,60,56,Win
05-01-2013,ETSU,Lipscomb,56,60,Loss
05-01-2013,Coastal Car,Longwood,80,72,Win
05-01-2013,Longwood,Coastal Car,72,80,Loss
05-01-2013,Youngstown St,Loyola-Chicago,68,66,Win
05-01-2013,Loyola-Chicago,Youngstown St,66,68,Loss
05-01-2013,LSU,Bethune-Cookman,79,63,Win
05-01-2013,Bethune-Cookman,LSU,63,79,Loss
05-01-2013,Maine,MD Baltimore Co,81,66,Win
05-01-2013,MD Baltimore Co,Maine,66,81,Loss
05-01-2013,Marquette,Georgetown,49,48,Win
05-01-2013,Georgetown,Marquette,48,49,Loss
05-01-2013,Maryland,Virginia Tech,94,71,Win
05-01-2013,Virginia Tech,Maryland,71,94,Loss
05-01-2013,Massachusetts,E Michigan,75,61,Win
05-01-2013,E Michigan,Massachusetts,61,75,Loss
05-01-2013,Michigan St,Purdue,84,61,Win
05-01-2013,Purdue,Michigan St,61,84,Loss
05-01-2013,Missouri,Bucknell,66,64,Win
05-01-2013,Bucknell,Missouri,64,66,Loss
05-01-2013,N Dakota St,Missouri KC,63,44,Win
05-01-2013,Missouri KC,N Dakota St,44,63,Loss
05-01-2013,Montana,Portland St,62,55,Win
05-01-2013,Portland St,Montana,55,62,Loss
05-01-2013,Montana St,E Washington,70,68,Win
05-01-2013,E Washington,Montana St,68,70,Loss
05-01-2013,Morehead St,E Illinois,65,50,Win
05-01-2013,E Illinois,Morehead St,50,65,Loss
05-01-2013,St Joseph's PA,Morgan St,70,60,Win
05-01-2013,Morgan St,St Joseph's PA,60,70,Loss
05-01-2013,Mt St Mary's,Monmouth NJ,71,59,Win
05-01-2013,Monmouth NJ,Mt St Mary's,59,71,Loss
05-01-2013,SC Upstate,N Kentucky,60,54,Win
05-01-2013,N Kentucky,SC Upstate,54,60,Loss
05-01-2013,New Mexico St,Texas St,78,67,Win
05-01-2013,Texas St,New Mexico St,67,78,Loss
05-01-2013,Niagara,Fairfield,71,67,Win
05-01-2013,Fairfield,Niagara,67,71,Loss
05-01-2013,Oral Roberts,Nicholls St,76,63,Win
05-01-2013,Nicholls St,Oral Roberts,63,76,Loss
05-01-2013,Norfolk St,Navy,74,68,Win
05-01-2013,Navy,Norfolk St,68,74,Loss
05-01-2013,ULM,North Texas,81,68,Win
05-01-2013,North Texas,ULM,68,81,Loss
05-01-2013,Northeastern,UNC Wilmington,68,64,Win
05-01-2013,UNC Wilmington,Northeastern,64,68,Loss
05-01-2013,Southern Utah,Northern Arizona,90,77,Win
05-01-2013,Northern Arizona,Southern Utah,77,90,Loss
05-01-2013,Northwestern LA,Lamar,86,58,Win
05-01-2013,Lamar,Northwestern LA,58,86,Loss
05-01-2013,Notre Dame,Seton Hall,93,74,Win
05-01-2013,Seton Hall,Notre Dame,74,93,Loss
05-01-2013,Ohio,Marshall,94,57,Win
05-01-2013,Marshall,Ohio,57,94,Loss
05-01-2013,Delaware,Old Dominion,84,72,Win
05-01-2013,Old Dominion,Delaware,72,84,Loss
05-01-2013,Pepperdine,Portland,54,47,Win
05-01-2013,Portland,Pepperdine,47,54,Loss
05-01-2013,VMI,Presbyterian,86,77,Win
05-01-2013,Presbyterian,VMI,77,86,Loss
05-01-2013,DePaul,Providence,83,73,Win
05-01-2013,Providence,DePaul,73,83,Loss
05-01-2013,Quinnipiac,Long Island,82,74,Win
05-01-2013,Long Island,Quinnipiac,74,82,Loss
05-01-2013,Charleston So,Radford,81,74,Win
05-01-2013,Radford,Charleston So,74,81,Loss
05-01-2013,Central Conn,Robert Morris,77,70,Win
05-01-2013,Robert Morris,Central Conn,70,77,Loss
05-01-2013,Rutgers,Pittsburgh,67,62,Win
05-01-2013,Pittsburgh,Rutgers,62,67,Loss
05-01-2013,Sacred Heart,St Francis NY,66,65,Win
05-01-2013,St Francis NY,Sacred Heart,65,66,Loss
05-01-2013,Sam Houston St,TAM C. Christi,61,57,Win
05-01-2013,TAM C. Christi,Sam Houston St,57,61,Loss
05-01-2013,Chattanooga,Samford,74,70,Win
05-01-2013,Samford,Chattanooga,70,74,Loss
05-01-2013,BYU,San Francisco,80,76,Win
05-01-2013,San Francisco,BYU,76,80,Loss
05-01-2013,San Jose St,Seattle,76,71,Win
05-01-2013,Seattle,San Jose St,71,76,Loss
05-01-2013,Long Beach St,Santa Barbara,77,70,Win
05-01-2013,Santa Barbara,Long Beach St,70,77,Loss
05-01-2013,Gonzaga,Santa Clara,81,74,Win
05-01-2013,Santa Clara,Gonzaga,74,81,Loss
05-01-2013,SE Louisiana,Cent Arkansas,72,68,Win
05-01-2013,Cent Arkansas,SE Louisiana,68,72,Loss
05-01-2013,Murray St,SE Missouri St,74,66,Win
05-01-2013,SE Missouri St,Murray St,66,74,Loss
05-01-2013,SF Austin,McNeese St,71,43,Win
05-01-2013,McNeese St,SF Austin,43,71,Loss
05-01-2013,Middle Tenn St,South Alabama,60,56,Win
05-01-2013,South Alabama,Middle Tenn St,56,60,Loss
05-01-2013,South Carolina,S Carolina St,80,69,Win
05-01-2013,S Carolina St,South Carolina,69,80,Loss
05-01-2013,South Dakota,S Dakota St,74,71,Win
05-01-2013,S Dakota St,South Dakota,71,74,Loss
05-01-2013,Bryant,St Francis PA,78,58,Win
05-01-2013,St Francis PA,Bryant,58,78,Loss
05-01-2013,St Mary's CA,Loy Marymount,74,61,Win
05-01-2013,Loy Marymount,St Mary's CA,61,74,Loss
05-01-2013,North Florida,Stetson,90,74,Win
05-01-2013,Stetson,North Florida,74,90,Loss
05-01-2013,Stony Brook,New Hampshire,65,49,Win
05-01-2013,New Hampshire,Stony Brook,49,65,Loss
05-01-2013,Texas Tech,TCU,62,53,Win
05-01-2013,TCU,Texas Tech,53,62,Loss
05-01-2013,Belmont,Tennessee Tech,83,52,Win
05-01-2013,Tennessee Tech,Belmont,52,83,Loss
05-01-2013,TN Martin,Austin Peay,76,74,Win
05-01-2013,Austin Peay,TN Martin,74,76,Loss
05-01-2013,Troy,Ark Little Rock,67,64,Win
05-01-2013,Ark Little Rock,Troy,64,67,Loss
05-01-2013,Tulane,Wofford,62,48,Win
05-01-2013,Wofford,Tulane,48,62,Loss
05-01-2013,Pacific,UC Davis,74,64,Win
05-01-2013,UC Davis,Pacific,64,74,Loss
05-01-2013,UCF,Florida A&M,99,69,Win
05-01-2013,Florida A&M,UCF,69,99,Loss
05-01-2013,UCLA,Stanford,68,60,Win
05-01-2013,Stanford,UCLA,60,68,Loss
05-01-2013,UNLV,CS Bakersfield,84,63,Win
05-01-2013,CS Bakersfield,UNLV,63,84,Loss
05-01-2013,California,USC,72,64,Win
05-01-2013,USC,California,64,72,Loss
05-01-2013,Louisiana Tech,UT Arlington,55,52,Win
05-01-2013,UT Arlington,Louisiana Tech,52,55,Loss
05-01-2013,Utah St,Idaho,82,75,Win
05-01-2013,Idaho,Utah St,75,82,Loss
05-01-2013,NJIT,Utah Valley,57,52,Win
05-01-2013,Utah Valley,NJIT,52,57,Loss
05-01-2013,VA Commonwealth,Lehigh,59,55,Win
05-01-2013,Lehigh,VA Commonwealth,55,59,Loss
05-01-2013,Vermont,Albany NY,70,45,Win
05-01-2013,Albany NY,Vermont,45,70,Loss
05-01-2013,W Illinois,IUPUI,57,53,Win
05-01-2013,IUPUI,W Illinois,53,57,Loss
05-01-2013,Wagner,F Dickinson,68,55,Win
05-01-2013,F Dickinson,Wagner,55,68,Loss
05-01-2013,Washington,Washington St,68,63,Win
05-01-2013,Washington St,Washington,63,68,Loss
05-01-2013,Weber St,North Dakota,95,63,Win
05-01-2013,North Dakota,Weber St,63,95,Loss
05-01-2013,Oklahoma,West Virginia,67,57,Win
05-01-2013,West Virginia,Oklahoma,57,67,Loss
05-01-2013,George Mason,William & Mary,73,66,Win
05-01-2013,William & Mary,George Mason,66,73,Loss
05-01-2013,High Point,Winthrop,74,61,Win
05-01-2013,Winthrop,High Point,61,74,Loss
05-01-2013,Wright St,WI Milwaukee,53,51,Win
05-01-2013,WI Milwaukee,Wright St,51,53,Loss
04-01-2013,Alabama A&M,Jackson St,88,87,Win
04-01-2013,Jackson St,Alabama A&M,87,88,Loss
04-01-2013,Alabama St,Grambling,69,56,Win
04-01-2013,Grambling,Alabama St,56,69,Loss
04-01-2013,TX Southern,Alcorn St,57,48,Win
04-01-2013,Alcorn St,TX Southern,48,57,Loss
04-01-2013,Georgia,G Washington,52,41,Win
04-01-2013,G Washington,Georgia,41,52,Loss
04-01-2013,Yale,Holy Cross,61,54,Win
04-01-2013,Holy Cross,Yale,54,61,Loss
04-01-2013,Loyola MD,Rider,71,65,Win
04-01-2013,Rider,Loyola MD,65,71,Loss
04-01-2013,Mississippi,Fordham,95,68,Win
04-01-2013,Fordham,Mississippi,68,95,Loss
04-01-2013,Rhode Island,Brown,59,47,Win
04-01-2013,Brown,Rhode Island,47,59,Loss
04-01-2013,Iona,Siena,66,62,Win
04-01-2013,Siena,Iona,62,66,Loss
04-01-2013,Southern Univ,Prairie View,50,45,Win
04-01-2013,Prairie View,Southern Univ,45,50,Loss
04-01-2013,St Louis,Savannah St,67,59,Win
04-01-2013,Savannah St,St Louis,59,67,Loss
04-01-2013,Manhattan,St Peter's,55,53,Win
04-01-2013,St Peter's,Manhattan,53,55,Loss
04-01-2013,Memphis,Tennessee,85,80,Win
04-01-2013,Tennessee,Memphis,80,85,Loss
04-01-2013,Texas A&M,Houston Bap,67,59,Win
04-01-2013,Houston Bap,Texas A&M,59,67,Loss
04-01-2013,Valparaiso,Cleveland St,74,50,Win
04-01-2013,Cleveland St,Valparaiso,50,74,Loss
03-01-2013,American Univ,MD E Shore,63,49,Win
03-01-2013,MD E Shore,American Univ,49,63,Loss
03-01-2013,Arizona,Colorado,92,83,Win
03-01-2013,Colorado,Arizona,83,92,Loss
03-01-2013,Ark Little Rock,W Kentucky,75,67,Win
03-01-2013,W Kentucky,Ark Little Rock,67,75,Loss
03-01-2013,Arkansas St,Middle Tenn St,66,60,Win
03-01-2013,Middle Tenn St,Arkansas St,60,66,Loss
03-01-2013,BYU,Loy Marymount,92,51,Win
03-01-2013,Loy Marymount,BYU,51,92,Loss
03-01-2013,Cal Poly SLO,Long Beach St,79,73,Win
03-01-2013,Long Beach St,Cal Poly SLO,73,79,Loss
03-01-2013,Fairfield,Canisius,66,45,Win
03-01-2013,Canisius,Fairfield,45,66,Loss
03-01-2013,UC Riverside,CS Northridge,65,64,Win
03-01-2013,CS Northridge,UC Riverside,64,65,Loss
03-01-2013,Denver,Texas St,64,53,Win
03-01-2013,Texas St,Denver,53,64,Loss
03-01-2013,Detroit,WI Milwaukee,74,59,Win
03-01-2013,WI Milwaukee,Detroit,59,74,Loss
03-01-2013,E Kentucky,E Illinois,65,54,Win
03-01-2013,E Illinois,E Kentucky,54,65,Loss
03-01-2013,FL Atlantic,ULL,75,70,Win
03-01-2013,ULL,FL Atlantic,70,75,Loss
03-01-2013,Northeastern,George Mason,84,74,Win
03-01-2013,George Mason,Northeastern,74,84,Loss
03-01-2013,Hawaii,CS Fullerton,90,88,Win
03-01-2013,CS Fullerton,Hawaii,88,90,Loss
03-01-2013,Houston,TX Pan American,96,71,Win
03-01-2013,TX Pan American,Houston,71,96,Loss
03-01-2013,North Dakota,Idaho St,66,53,Win
03-01-2013,Idaho St,North Dakota,53,66,Loss
03-01-2013,Belmont,Jacksonville St,73,62,Win
03-01-2013,Jacksonville St,Belmont,62,73,Loss
03-01-2013,Mississippi St,New Orleans,97,46,Win
03-01-2013,New Orleans,Mississippi St,46,97,Loss
03-01-2013,S Dakota St,Missouri KC,77,61,Win
03-01-2013,Missouri KC,S Dakota St,61,77,Loss
03-01-2013,Montana,E Washington,81,66,Win
03-01-2013,E Washington,Montana,66,81,Loss
03-01-2013,Montana St,Portland St,62,59,Win
03-01-2013,Portland St,Montana St,59,62,Loss
03-01-2013,Morehead St,Edwardsville,68,64,Win
03-01-2013,Edwardsville,Morehead St,64,68,Loss
03-01-2013,F Dickinson,Mt St Mary's,72,65,Win
03-01-2013,Mt St Mary's,F Dickinson,65,72,Loss
03-01-2013,New Mexico St,UT San Antonio,82,62,Win
03-01-2013,UT San Antonio,New Mexico St,62,82,Loss
03-01-2013,Niagara,Marist,94,72,Win
03-01-2013,Marist,Niagara,72,94,Loss
03-01-2013,Nicholls St,Cent Arkansas,83,79,Win
03-01-2013,Cent Arkansas,Nicholls St,79,83,Loss
03-01-2013,North Texas,Troy,76,59,Win
03-01-2013,Troy,North Texas,59,76,Loss
03-01-2013,Northern Arizona,CS Sacramento,57,50,Win
03-01-2013,CS Sacramento,Northern Arizona,50,57,Loss
03-01-2013,Michigan,Northwestern,94,66,Win
03-01-2013,Northwestern,Michigan,66,94,Loss
03-01-2013,Northwestern LA,McNeese St,78,63,Win
03-01-2013,McNeese St,Northwestern LA,63,78,Loss
03-01-2013,Oakland,NE Omaha,91,79,Win
03-01-2013,NE Omaha,Oakland,79,91,Loss
03-01-2013,Gonzaga,Pepperdine,78,62,Win
03-01-2013,Pepperdine,Gonzaga,62,78,Loss
03-01-2013,St Francis NY,Quinnipiac,63,61,Win
03-01-2013,Quinnipiac,St Francis NY,61,63,Loss
03-01-2013,Bryant,Robert Morris,84,77,Win
03-01-2013,Robert Morris,Bryant,77,84,Loss
03-01-2013,Sacred Heart,Long Island,77,73,Win
03-01-2013,Long Island,Sacred Heart,73,77,Loss
03-01-2013,San Diego,Portland,61,50,Win
03-01-2013,Portland,San Diego,50,61,Loss
03-01-2013,Idaho,San Jose St,64,55,Win
03-01-2013,San Jose St,Idaho,55,64,Loss
03-01-2013,Santa Barbara,UC Irvine,74,71,Win
03-01-2013,UC Irvine,Santa Barbara,71,74,Loss
03-01-2013,Oral Roberts,SE Louisiana,86,72,Win
03-01-2013,SE Louisiana,Oral Roberts,72,86,Loss
03-01-2013,SE Missouri St,Austin Peay,86,84,Win
03-01-2013,Austin Peay,SE Missouri St,84,86,Loss
03-01-2013,SF Austin,Lamar,79,43,Win
03-01-2013,Lamar,SF Austin,43,79,Loss
03-01-2013,N Dakota St,South Dakota,92,66,Win
03-01-2013,South Dakota,N Dakota St,66,92,Loss
03-01-2013,St Francis PA,Central Conn,67,60,Win
03-01-2013,Central Conn,St Francis PA,60,67,Loss
03-01-2013,Tennessee St,Tennessee Tech,72,66,Win
03-01-2013,Tennessee Tech,Tennessee St,66,72,Loss
03-01-2013,Murray St,TN Martin,73,62,Win
03-01-2013,TN Martin,Murray St,62,73,Loss
03-01-2013,UCLA,California,79,65,Win
03-01-2013,California,UCLA,65,79,Loss
03-01-2013,South Alabama,ULM,77,72,Win
03-01-2013,ULM,South Alabama,72,77,Loss
03-01-2013,UNLV,Chicago St,74,52,Win
03-01-2013,Chicago St,UNLV,52,74,Loss
03-01-2013,USC,Stanford,71,69,Win
03-01-2013,Stanford,USC,69,71,Loss
03-01-2013,Utah St,Seattle,75,66,Win
03-01-2013,Seattle,Utah St,66,75,Loss
03-01-2013,Wagner,Monmouth NJ,60,56,Win
03-01-2013,Monmouth NJ,Wagner,56,60,Loss
03-01-2013,Weber St,N Colorado,79,54,Win
03-01-2013,N Colorado,Weber St,54,79,Loss
03-01-2013,Wisconsin,Penn St,60,51,Win
03-01-2013,Penn St,Wisconsin,51,60,Loss
03-01-2013,Wright St,WI Green Bay,64,53,Win
03-01-2013,WI Green Bay,Wright St,53,64,Loss
02-01-2013,Akron,Coppin St,91,63,Win
02-01-2013,Coppin St,Akron,63,91,Loss
02-01-2013,Alabama A&M,Grambling,78,53,Win
02-01-2013,Grambling,Alabama A&M,53,78,Loss
02-01-2013,Alabama St,Jackson St,70,66,Win
02-01-2013,Jackson St,Alabama St,66,70,Loss
02-01-2013,Albany NY,MD Baltimore Co,65,48,Win
02-01-2013,MD Baltimore Co,Albany NY,48,65,Loss
02-01-2013,Alcorn St,Prairie View,68,54,Win
02-01-2013,Prairie View,Alcorn St,54,68,Loss
02-01-2013,Arizona St,Utah,55,54,Win
02-01-2013,Utah,Arizona St,54,55,Loss
02-01-2013,Ark Pine Bluff,MS Valley St,79,64,Win
02-01-2013,MS Valley St,Ark Pine Bluff,64,79,Loss
02-01-2013,Auburn,Florida St,78,72,Win
02-01-2013,Florida St,Auburn,72,78,Loss
02-01-2013,Ball St,Norfolk St,62,61,Win
02-01-2013,Norfolk St,Ball St,61,62,Loss
02-01-2013,Butler,Penn,70,57,Win
02-01-2013,Penn,Butler,57,70,Loss
02-01-2013,Charlotte,UNC Asheville,71,63,Win
02-01-2013,UNC Asheville,Charlotte,63,71,Loss
02-01-2013,Kent,Cleveland St,72,55,Win
02-01-2013,Cleveland St,Kent,55,72,Loss
02-01-2013,Colorado St,UTEP,62,58,Win
02-01-2013,UTEP,Colorado St,58,62,Loss
02-01-2013,Columbia,Colgate,66,59,Win
02-01-2013,Colgate,Columbia,59,66,Loss
02-01-2013,Bucknell,Cornell,72,56,Win
02-01-2013,Cornell,Bucknell,56,72,Loss
02-01-2013,Seton Hall,DePaul,73,72,Win
02-01-2013,DePaul,Seton Hall,72,73,Loss
02-01-2013,Wichita St,Drake,75,63,Win
02-01-2013,Drake,Wichita St,63,75,Loss
02-01-2013,Campbell,East Carolina,86,81,Win
02-01-2013,East Carolina,Campbell,81,86,Loss
02-01-2013,VA Commonwealth,ETSU,109,58,Win
02-01-2013,ETSU,VA Commonwealth,58,109,Loss
02-01-2013,Evansville,Missouri St,62,59,Win
02-01-2013,Missouri St,Evansville,59,62,Loss
02-01-2013,Florida Intl,Florida A&M,88,72,Win
02-01-2013,Florida A&M,Florida Intl,72,88,Loss
02-01-2013,Drexel,Georgia St,77,60,Win
02-01-2013,Georgia St,Drexel,60,77,Loss
02-01-2013,Georgia Tech,Chattanooga,74,58,Win
02-01-2013,Chattanooga,Georgia Tech,58,74,Loss
02-01-2013,Hartford,Binghamton,71,68,Win
02-01-2013,Binghamton,Hartford,68,71,Loss
02-01-2013,IL Chicago,Youngstown St,65,60,Win
02-01-2013,Youngstown St,IL Chicago,60,65,Loss
02-01-2013,Creighton,Illinois St,79,72,Win
02-01-2013,Illinois St,Creighton,72,79,Loss
02-01-2013,IPFW,Navy,68,63,Win
02-01-2013,Navy,IPFW,63,68,Loss
02-01-2013,Jacksonville,Lipscomb,85,71,Win
02-01-2013,Lipscomb,Jacksonville,71,85,Loss
02-01-2013,Stetson,Kennesaw,70,60,Win
02-01-2013,Kennesaw,Stetson,60,70,Loss
02-01-2013,Kentucky,E Michigan,90,38,Win
02-01-2013,E Michigan,Kentucky,38,90,Loss
02-01-2013,Lafayette,NJIT,83,66,Win
02-01-2013,NJIT,Lafayette,66,83,Loss
02-01-2013,Louisville,Providence,80,62,Win
02-01-2013,Providence,Louisville,62,80,Loss
02-01-2013,Maine,Boston Univ,63,58,Win
02-01-2013,Boston Univ,Maine,58,63,Loss
02-01-2013,Delaware St,Marshall,53,51,Win
02-01-2013,Marshall,Delaware St,51,53,Loss
02-01-2013,Mercer,FL Gulf Coast,77,70,Win
02-01-2013,FL Gulf Coast,Mercer,70,77,Loss
02-01-2013,Miami FL,La Salle,76,59,Win
02-01-2013,La Salle,Miami FL,59,76,Loss
02-01-2013,Massachusetts,Miami OH,70,69,Win
02-01-2013,Miami OH,Massachusetts,69,70,Loss
02-01-2013,NC A&T,Radford,81,77,Win
02-01-2013,Radford,NC A&T,77,81,Loss
02-01-2013,Duke,Davidson,67,50,Win
02-01-2013,Davidson,Duke,50,67,Loss
02-01-2013,Vermont,New Hampshire,64,51,Win
02-01-2013,New Hampshire,Vermont,51,64,Loss
02-01-2013,N Kentucky,North Florida,65,52,Win
02-01-2013,North Florida,N Kentucky,52,65,Loss
02-01-2013,Indiana St,Northern Iowa,65,61,Win
02-01-2013,Northern Iowa,Indiana St,61,65,Loss
02-01-2013,Ohio St,Nebraska,70,44,Win
02-01-2013,Nebraska,Ohio St,44,70,Loss
02-01-2013,James Madison,Old Dominion,58,55,Win
02-01-2013,Old Dominion,James Madison,55,58,Loss
02-01-2013,Purdue,Illinois,68,61,Win
02-01-2013,Illinois,Purdue,61,68,Loss
02-01-2013,Richmond,Air Force,91,68,Win
02-01-2013,Air Force,Richmond,68,91,Loss
02-01-2013,Bradley,S Illinois,66,60,Win
02-01-2013,S Illinois,Bradley,60,66,Loss
02-01-2013,San Diego St,CS Bakersfield,72,57,Win
02-01-2013,CS Bakersfield,San Diego St,57,72,Loss
02-01-2013,Santa Clara,San Francisco,74,69,Win
02-01-2013,San Francisco,Santa Clara,69,74,Loss
02-01-2013,SC Upstate,Hampton,68,49,Win
02-01-2013,Hampton,SC Upstate,49,68,Loss
02-01-2013,Wyoming,SMU,59,56,Win
02-01-2013,SMU,Wyoming,56,59,Loss
02-01-2013,Southern Univ,TX Southern,63,57,Win
02-01-2013,TX Southern,Southern Univ,57,63,Loss
02-01-2013,Syracuse,Rutgers,78,53,Win
02-01-2013,Rutgers,Syracuse,53,78,Loss
02-01-2013,Tulsa,Buffalo,63,57,Win
02-01-2013,Buffalo,Tulsa,57,63,Loss
02-01-2013,UAB,Ga Southern,65,61,Win
02-01-2013,Ga Southern,UAB,61,65,Loss
02-01-2013,South Florida,UCF,65,56,Win
02-01-2013,UCF,South Florida,56,65,Loss
02-01-2013,Towson,UNC Wilmington,79,74,Win
02-01-2013,UNC Wilmington,Towson,74,79,Loss
02-01-2013,Boise St,UT Arlington,64,46,Win
02-01-2013,UT Arlington,Boise St,46,64,Loss
02-01-2013,Loyola-Chicago,Valparaiso,63,54,Win
02-01-2013,Valparaiso,Loyola-Chicago,54,63,Loss
02-01-2013,Vanderbilt,William & Mary,64,50,Win
02-01-2013,William & Mary,Vanderbilt,50,64,Loss
02-01-2013,Villanova,St John's,98,86,Win
02-01-2013,St John's,Villanova,86,98,Loss
02-01-2013,W Illinois,Savannah St,39,35,Win
02-01-2013,Savannah St,W Illinois,35,39,Loss
02-01-2013,Wake Forest,Xavier,66,59,Win
02-01-2013,Xavier,Wake Forest,59,66,Loss
02-01-2013,NC Central,Winthrop,64,57,Win
02-01-2013,Winthrop,NC Central,57,64,Loss
01-01-2013,Clemson,Citadel,92,51,Win
01-01-2013,Citadel,Clemson,51,92,Loss
01-01-2013,FL Atlantic,Hofstra,61,57,Win
01-01-2013,Hofstra,FL Atlantic,57,61,Loss
01-01-2013,Iowa St,Yale,80,70,Win
01-01-2013,Yale,Iowa St,70,80,Loss
01-01-2013,Stony Brook,Manhattan,50,44,Win
01-01-2013,Manhattan,Stony Brook,44,50,Loss
01-01-2013,Marquette,Connecticut,82,76,Win
01-01-2013,Connecticut,Marquette,76,82,Loss
01-01-2013,Maryland,IUPUI,81,63,Win
01-01-2013,IUPUI,Maryland,63,81,Loss
31-12-2012,Albany NY,Brown,57,50,Win
31-12-2012,Brown,Albany NY,50,57,Loss
31-12-2012,Boston College,Dartmouth,79,58,Win
31-12-2012,Dartmouth,Boston College,58,79,Loss
31-12-2012,Delaware,Rider,73,66,Win
31-12-2012,Rider,Delaware,66,73,Loss
31-12-2012,St Joseph's PA,Drexel,63,49,Win
31-12-2012,Drexel,St Joseph's PA,49,63,Loss
31-12-2012,Fordham,Monmouth NJ,82,71,Win
31-12-2012,Monmouth NJ,Fordham,71,82,Loss
31-12-2012,Army,Houston Bap,95,86,Win
31-12-2012,Houston Bap,Army,86,95,Loss
31-12-2012,Indiana,Iowa,69,65,Win
31-12-2012,Iowa,Indiana,65,69,Loss
31-12-2012,Jacksonville,N Kentucky,53,51,Win
31-12-2012,N Kentucky,Jacksonville,51,53,Loss
31-12-2012,Kansas St,South Dakota,70,50,Win
31-12-2012,South Dakota,Kansas St,50,70,Loss
31-12-2012,FL Gulf Coast,Kennesaw,68,59,Win
31-12-2012,Kennesaw,FL Gulf Coast,59,68,Loss
31-12-2012,F Dickinson,Longwood,79,71,Win
